FeatureID,Taxon,Confidence
ASV_629,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Marinicella,0.999984834
ASV_630,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Methylophagaceae; g__Methylophaga,0.999961472
ASV_631,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseobacter; s__Roseobacter_sp.,0.773022523
ASV_632,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Nitrincolaceae; g__Marinobacterium,0.978976653
ASV_633,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella; s__uncultured_Legionella,0.884328549
ASV_634,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999999978
ASV_635,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Rhodoluna,0.710665387
ASV_636,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__uncultured_Alphaproteobacteria,0.731232772
ASV_637,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.99999989
ASV_638,d__Bacteria,0.995262753
ASV_639,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas,0.993767492
ASV_640,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999990139
ASV_641,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas,0.924697349
ASV_642,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Halioglobus; s__uncultured_deep-sea,0.719400503
ASV_643,d__Bacteria,0.995918202
ASV_644,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio_orientalis,0.985864299
ASV_645,d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptospiraceae; g__RBG-16-49-21,0.72254243
ASV_646,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Terasakiellaceae; g__uncultured; s__Haliotis_discus,0.939329999
ASV_647,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio_kanaloae,0.823086124
ASV_648,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia,0.953303281
ASV_649,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Aurantimonas,0.979023689
ASV_650,d__Bacteria,0.924223625
ASV_651,Unassigned,0.39559009
ASV_652,Unassigned,0.379232124
ASV_653,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999995868
ASV_654,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__CHAB-XI-27; f__CHAB-XI-27; g__CHAB-XI-27,0.999991122
ASV_655,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Fusibacteraceae; g__Fusibacter; s__uncultured_Firmicutes,0.830597119
ASV_656,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999999999
ASV_657,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__uncultured; s__uncultured_soil,0.867001591
ASV_658,d__Bacteria; p__Desulfobacterota,0.893622364
ASV_659,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999970846
ASV_660,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales,0.832299894
ASV_661,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__RBG-13-54-9; g__RBG-13-54-9; s__uncultured_bacterium,0.922841357
ASV_662,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Reichenbachiella,0.999999794
ASV_663,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Saccharospirillaceae,0.723890626
ASV_664,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.90162192
ASV_665,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_delta,0.912681436
ASV_666,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pelomonas,0.79963231
ASV_667,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.998438012
ASV_668,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Dasania; s__uncultured_bacterium,0.969534788
ASV_669,d__Bacteria,0.938817984
ASV_670,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_delta,0.959298245
ASV_671,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Stappiaceae; g__Stappia,0.999999196
ASV_672,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Bradymonadales; f__Bradymonadales; g__Bradymonadales; s__uncultured_bacterium,0.933725064
ASV_673,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999999683
ASV_674,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga,0.999262194
ASV_675,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium,0.980113576
ASV_676,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Unknown_Family; s__uncultured_bacterium,0.896394007
ASV_677,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999995493
ASV_678,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,0.992951918
ASV_679,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,0.982094504
ASV_680,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Maribius; s__uncultured_marine,0.905164822
ASV_681,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Marinomonadaceae; g__Marinomonas; s__Marinomonas_communis,0.851767703
ASV_682,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Alcanivoracaceae; g__Ketobacter,0.992629705
ASV_683,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Francisellales; f__Francisellaceae; g__Allofrancisella; s__Allofrancisella_guangzhouensis,0.72528044
ASV_684,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_delta,0.950092497
ASV_685,d__Bacteria; p__Firmicutes,0.990035019
ASV_686,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alteromonas,0.926607737
ASV_687,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus,0.991273253
ASV_688,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Bradymonadales; f__Bradymonadales; g__Bradymonadales; s__uncultured_bacterium,0.882986904
ASV_689,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.961828175
ASV_690,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__EC3; f__EC3; g__EC3; s__uncultured_bacterium,0.769084702
ASV_691,d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae; g__Desulfofustis; s__uncultured_bacterium,0.999556909
ASV_692,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999993602
ASV_693,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Fabibacter; s__Fabibacter_pacificus,0.999998604
ASV_694,d__Bacteria; p__Desulfobacterota,0.719065072
ASV_695,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999933229
ASV_696,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium; s__Exiguobacterium_indicum,0.720416774
ASV_697,d__Bacteria; p__Planctomycetota,0.98411237
ASV_698,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Leucothrix; s__uncultured_gamma,0.999410407
ASV_699,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.994271109
ASV_700,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus,0.833248372
ASV_701,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas,0.988394551
ASV_702,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales,0.982667652
ASV_703,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__uncultured_bacterium,0.798906587
ASV_704,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.999999851
ASV_705,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Sedimentibacteraceae; g__Sedimentibacter; s__uncultured_bacterium,0.943483853
ASV_706,d__Bacteria; p__Desulfobacterota,0.720726871
ASV_707,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__uncultured; g__uncultured; s__bacterium_enrichment,0.796667155
ASV_708,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Rheinheimera,0.998972382
ASV_709,d__Bacteria,0.986084559
ASV_710,Unassigned,0.521416815
ASV_711,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999999162
ASV_712,d__Bacteria,0.99837265
ASV_713,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999995254
ASV_714,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter_lipolyticus,0.999963318
ASV_715,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999998187
ASV_716,Unassigned,0.365190347
ASV_717,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999992963
ASV_718,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__Vicingus; s__uncultured_bacterium,0.963561589
ASV_719,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999999785
ASV_720,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas_spongiae,0.884760684
ASV_721,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio,0.995634248
ASV_722,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Bradymonadales; f__Bradymonadales; g__Bradymonadales; s__uncultured_bacterium,0.76166185
ASV_723,d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_planctomycete,0.921604575
ASV_724,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,0.852442459
ASV_725,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999999818
ASV_726,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Luminiphilus,0.997294042
ASV_727,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__uncultured; s__uncultured_bacterium,0.999856239
ASV_728,d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__Vermiphilaceae; s__uncultured_organism,0.998761759
ASV_729,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__Vicingus; s__uncultured_Owenweeksia,0.856957547
ASV_730,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Nitrincolaceae; g__Marinobacterium; s__Neptuniibacter_sp.,0.938868003
ASV_731,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999999871
ASV_732,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Filomicrobium; s__uncultured_Alphaproteobacteria,0.832232107
ASV_733,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae,0.990267589
ASV_734,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__LD29,0.915172761
ASV_735,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,0.945799811
ASV_736,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia,0.998016911
ASV_737,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio_splendidus,0.988141693
ASV_738,d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales,0.738792724
ASV_739,d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__Desulfovibrio_dechloracetivorans,0.849150452
ASV_740,d__Bacteria,0.890003964
ASV_741,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Nitrobacter,0.986911744
ASV_742,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.852717721
ASV_743,d__Bacteria; p__Chloroflexi; c__Anaerolineae,0.999558665
ASV_744,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia,0.99852238
ASV_745,d__Bacteria,0.972883405
ASV_746,d__Bacteria,0.999997185
ASV_747,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999999991
ASV_748,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_delta,0.995557593
ASV_749,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus,0.859599352
ASV_750,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Bradymonadales; f__Bradymonadales; g__Bradymonadales; s__uncultured_bacterium,0.999736802
ASV_751,d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium,0.796454337
ASV_752,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio_splendidus,0.894868601
ASV_753,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Saccharospirillaceae; g__Saccharospirillum; s__uncultured_bacterium,0.94277935
ASV_754,d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__unidentified_bacterium,0.897483463
ASV_755,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alteromonas,0.943210069
ASV_756,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Caminicellaceae; g__Paramaledivibacter,0.999966639
ASV_757,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.990031435
ASV_758,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Roseibacillus; s__seawater_metagenome,0.987431362
ASV_759,d__Bacteria; p__Chloroflexi; c__Anaerolineae,0.999965313
ASV_760,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium,0.999964991
ASV_761,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__Planctomycetaceae_bacterium,0.809495694
ASV_762,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marinoscillum; s__bacterium_DG873,0.727255163
ASV_763,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Tepidibacter,0.999982781
ASV_764,d__Bacteria; p__Firmicutes; c__Clostridia,0.835811583
ASV_765,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae,0.857838966
ASV_766,d__Bacteria,0.996548995
ASV_767,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_delta,0.943062076
ASV_768,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella; s__uncultured_bacterium,0.880874695
ASV_769,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__WN-HWB-116; f__WN-HWB-116; g__WN-HWB-116; s__uncultured_bacterium,0.904279401
ASV_770,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999997488
ASV_771,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Paraclostridium,0.812314668
ASV_772,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium,1
ASV_773,d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus,0.999905144
ASV_774,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Eel-36e1D6; g__Eel-36e1D6; s__uncultured_bacterium,0.770755089
ASV_775,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Fabibacter; s__Flammeovirgaceae_bacterium,0.970848269
ASV_776,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae,0.720195472
ASV_777,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999999884
ASV_778,d__Bacteria; p__Gemmatimonadota; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group; s__uncultured_marine,0.947452711
ASV_779,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium; s__Exiguobacterium_marinum,0.859933067
ASV_780,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_bacterium,0.863678514
ASV_781,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__BD2-7; g__BD2-7; s__uncultured_bacterium,0.896072598
ASV_782,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_Flavobacterium,0.999131278
ASV_783,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,1
ASV_784,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Thalassotalea; s__uncultured_gamma,0.829594736
ASV_785,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella,0.978600801
ASV_786,d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__uncultured,0.99918907
ASV_787,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,1
ASV_788,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b,0.914013704
ASV_789,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Filomicrobium,0.999804123
ASV_790,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999999885
ASV_791,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas,0.999430174
ASV_792,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudooceanicola,0.739295909
ASV_793,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Eel-36e1D6; g__Eel-36e1D6,0.908873988
ASV_794,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Ascidiimonas; s__uncultured_bacterium,0.999993317
ASV_795,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas,0.988361791
ASV_796,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__Cryomorpha; s__uncultured_organism,0.922268122
ASV_797,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas,0.882224468
ASV_798,d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae,0.999954317
ASV_799,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales,0.979601645
ASV_800,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Catenococcus; s__uncultured_bacterium,0.968448648
ASV_801,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio,0.941705467
ASV_802,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_delta,0.99750511
ASV_803,d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfolunaceae; g__Desulfofrigus,0.933924168
ASV_804,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia; f__Hungateiclostridiaceae,0.704067643
ASV_805,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium_capsulatum,0.978527476
ASV_806,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae,0.822917174
ASV_807,Unassigned,0.41375998
ASV_808,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae,0.899116415
ASV_809,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio,0.949566195
ASV_810,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae,0.848153956
ASV_811,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA10353_marine_group; f__UBA10353_marine_group; g__UBA10353_marine_group; s__uncultured_deep-sea,0.759422936
ASV_812,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__uncultured,0.967235324
ASV_813,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.994295246
ASV_814,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999997366
ASV_815,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Salinicoccus,0.999995623
ASV_816,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella,0.999614213
ASV_817,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marinoscillum,0.999999975
ASV_818,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.798653776
ASV_819,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pectobacteriaceae; g__Brenneria; s__Brenneria_nigrifluens,0.88684742
ASV_820,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__uncultured; s__marine_metagenome,0.93539187
ASV_821,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales,0.972223607
ASV_822,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__Massilia_haematophila,0.822596179
ASV_823,d__Bacteria,0.945002166
ASV_824,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.983392444
ASV_825,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales,0.99854341
ASV_826,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_hominis,0.973605573
ASV_827,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.877876916
ASV_828,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.949782039
ASV_829,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Ferrimonas; s__Ferrimonas_kyonanensis,0.831135454
ASV_830,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amylibacter,0.776466966
ASV_831,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__uncultured; s__Bacteriovorax_sp.,0.999463969
ASV_832,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999854602
ASV_833,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides,0.992361502
